,occupation,onet_included,onet_bls_name,AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
511,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1.0,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,134880.0,1.8,,,,,19.63,40830,0.5,13.73,14.56,18.09,22.84,28.7,28560,30280,37630,47500,59700,,
512,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",1.0,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",detailed,29980.0,3.4,,,,,20.65,42950,0.8,14.43,17.32,18.55,23.22,28.71,30010,36020,38580,48290,59720,,
513,"Layout Workers, Metal and Plastic",1.0,"Layout Workers, Metal and Plastic",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-4192,"Layout Workers, Metal and Plastic",detailed,6840.0,6.6,,,,,25.16,52340,1.5,15.57,18.97,24.85,29.63,31.73,32380,39460,51690,61620,66000,,
514,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",1.0,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,32310.0,2.2,,,,,18.55,38580,0.6,13.86,14.48,17.89,22,23.77,28820,30120,37200,45760,49440,,
515,"Tool Grinders, Filers, and Sharpeners",1.0,"Tool Grinders, Filers, and Sharpeners",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-4194,"Tool Grinders, Filers, and Sharpeners",detailed,6100.0,6.1,,,,,20.99,43660,1.7,13.95,16.51,18.48,23.55,29.19,29010,34330,38430,48980,60710,,
516,Prepress Technicians and Workers,1.0,Prepress Technicians and Workers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-5111,Prepress Technicians and Workers,detailed,25840.0,2.5,,,,,21.06,43800,0.8,14,16.43,20.49,23.54,29.31,29110,34180,42610,48960,60960,,
517,Stationary Engineers and Boiler Operators,1.0,Stationary Engineers and Boiler Operators,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-8021,Stationary Engineers and Boiler Operators,detailed,29820.0,2.3,,,,,33.9,70510,0.6,21.28,23.93,30.53,38.81,48.41,44260,49760,63500,80730,100690,,
518,Chemical Plant and System Operators,1.0,Chemical Plant and System Operators,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-8091,Chemical Plant and System Operators,detailed,21740.0,3.4,,,,,33.18,69020,1,18.44,23.52,33.75,39.06,48.06,38340,48920,70200,81250,99960,,
519,Medical Appliance Technicians,1.0,Medical Appliance Technicians,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-9082,Medical Appliance Technicians,detailed,15300.0,6.5,,,,,22.27,46320,1.8,14.43,17.28,21.77,24.03,31.25,30010,35940,45280,49970,65000,,
520,Ophthalmic Laboratory Technicians,1.0,Ophthalmic Laboratory Technicians,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-9083,Ophthalmic Laboratory Technicians,detailed,18930.0,4.8,,,,,18.71,38910,1.6,13.5,14.43,17.92,22.22,27.01,28080,30010,37270,46210,56190,,
521,"Airline Pilots, Copilots, and Flight Engineers",1.0,"Airline Pilots, Copilots, and Flight Engineers",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,53-2011,"Airline Pilots, Copilots, and Flight Engineers",detailed,81310.0,0.9,,,,,*,198190,0.4,*,*,*,*,*,100110,126470,202180,#,#,True,
522,Commercial Pilots,1.0,Commercial Pilots,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,53-2012,Commercial Pilots,detailed,42770.0,2.6,,,,,*,115080,1.6,*,*,*,*,*,50080,75370,99640,134110,205940,True,
523,Airfield Operations Specialists,1.0,Airfield Operations Specialists,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,53-2022,Airfield Operations Specialists,detailed,12610.0,2.9,,,,,26.13,54360,0.9,14.79,18.26,23.02,30.46,39.38,30770,37990,47880,63350,81910,,
524,Heavy and Tractor-Trailer Truck Drivers,1.0,Heavy and Tractor-Trailer Truck Drivers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,53-3032,Heavy and Tractor-Trailer Truck Drivers,detailed,1903420.0,0.5,,,,,24.2,50340,0.3,14.77,18.54,23.23,28.82,34.97,30710,38570,48310,59950,72730,,
525,"Rail Yard Engineers, Dinkey Operators, and Hostlers",1.0,"Rail Yard Engineers, Dinkey Operators, and Hostlers",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",detailed,4460.0,4.5,,,,,27.92,58070,1,18.53,22.77,29.37,31.01,38.11,38550,47350,61090,64500,79270,,
526,Railroad Conductors and Yardmasters,1.0,Railroad Conductors and Yardmasters,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,53-4031,Railroad Conductors and Yardmasters,detailed,48030.0,0.4,,,,,32.21,66990,0.2,23.54,29.43,30.75,37.36,39.64,48950,61220,63960,77710,82460,,
527,Automotive and Watercraft Service Attendants,1.0,Automotive and Watercraft Service Attendants,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,53-6031,Automotive and Watercraft Service Attendants,detailed,111480.0,1.7,,,,,14.4,29960,0.3,11.05,12,14.1,14.92,18.18,22980,24960,29330,31030,37810,,
528,Conveyor Operators and Tenders,1.0,Conveyor Operators and Tenders,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,53-7011,Conveyor Operators and Tenders,detailed,28650.0,2.8,,,,,17.8,37010,0.5,13.84,14.26,17.51,19.47,23.53,28790,29650,36420,40490,48950,,
529,Crane and Tower Operators,1.0,Crane and Tower Operators,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,53-7021,Crane and Tower Operators,detailed,43400.0,3.7,,,,,31.38,65270,1.4,18.02,23.15,29.92,37.47,47.35,37490,48140,62240,77930,98490,,
530,"Laborers and Freight, Stock, and Material Movers, Hand",1.0,"Laborers and Freight, Stock, and Material Movers, Hand",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",detailed,2729010.0,0.6,,,,,16.8,34950,0.2,11.62,14.06,15.02,18.26,22.89,24180,29240,31230,37970,47600,,
531,Environmental Compliance Inspectors,1.0,Private Detectives and Investigators,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-9021,Private Detectives and Investigators,detailed,28860.0,4.0,,,,,29.31,60970,1.5,15.45,19.37,28.55,37.28,47.15,32130,40290,59380,77540,98070,,
532,Government Property Inspectors and Investigators,1.0,Private Detectives and Investigators,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-9021,Private Detectives and Investigators,detailed,28860.0,4.0,,,,,29.31,60970,1.5,15.45,19.37,28.55,37.28,47.15,32130,40290,59380,77540,98070,,
533,Private Detectives and Investigators,1.0,Private Detectives and Investigators,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-9021,Private Detectives and Investigators,detailed,28860.0,4.0,,,,,29.31,60970,1.5,15.45,19.37,28.55,37.28,47.15,32130,40290,59380,77540,98070,,
534,"Fraud Examiners, Investigators and Analysts",1.0,Private Detectives and Investigators,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-9021,Private Detectives and Investigators,detailed,28860.0,4.0,,,,,29.31,60970,1.5,15.45,19.37,28.55,37.28,47.15,32130,40290,59380,77540,98070,,
535,Equal Opportunity Representatives and Officers,1.0,Labor Relations Specialists,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,13-1075,Labor Relations Specialists,detailed,63810.0,1.6,,,,,37.05,77070,1.1,11,23.71,37.03,48.16,60.74,22880,49310,77010,100180,126330,,
536,Labor Relations Specialists,1.0,Labor Relations Specialists,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,13-1075,Labor Relations Specialists,detailed,63810.0,1.6,,,,,37.05,77070,1.1,11,23.71,37.03,48.16,60.74,22880,49310,77010,100180,126330,,
537,Aerospace Engineering and Operations Technologists and Technicians,1.0,Aerospace Engineering and Operations Technologists and Technicians,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-3021,Aerospace Engineering and Operations Technologists and Technicians,detailed,10900.0,5.1,,,,,35.34,73510,1.7,22.62,27.78,35.37,45.45,49.64,47040,57780,73580,94530,103260,,
538,Electro-Mechanical and Mechatronics Technologists and Technicians,1.0,Electro-Mechanical and Mechatronics Technologists and Technicians,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,11590.0,4.6,,,,,30.71,63880,1.4,18.1,22.92,29.02,36.98,47.15,37650,47680,60360,76920,98070,,
539,Telecommunications Engineering Specialists,1.0,Electro-Mechanical and Mechatronics Technologists and Technicians,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,11590.0,4.6,,,,,30.71,63880,1.4,18.1,22.92,29.02,36.98,47.15,37650,47680,60360,76920,98070,,
540,Radio Frequency Identification Device Specialists,1.0,Electro-Mechanical and Mechatronics Technologists and Technicians,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,11590.0,4.6,,,,,30.71,63880,1.4,18.1,22.92,29.02,36.98,47.15,37650,47680,60360,76920,98070,,
541,Mechatronics Engineers,1.0,Electro-Mechanical and Mechatronics Technologists and Technicians,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,11590.0,4.6,,,,,30.71,63880,1.4,18.1,22.92,29.02,36.98,47.15,37650,47680,60360,76920,98070,,
542,Microsystems Engineers,1.0,Electro-Mechanical and Mechatronics Technologists and Technicians,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,11590.0,4.6,,,,,30.71,63880,1.4,18.1,22.92,29.02,36.98,47.15,37650,47680,60360,76920,98070,,
543,Robotics Engineers,1.0,Electro-Mechanical and Mechatronics Technologists and Technicians,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,11590.0,4.6,,,,,30.71,63880,1.4,18.1,22.92,29.02,36.98,47.15,37650,47680,60360,76920,98070,,
544,Nanosystems Engineers,1.0,Electro-Mechanical and Mechatronics Technologists and Technicians,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,11590.0,4.6,,,,,30.71,63880,1.4,18.1,22.92,29.02,36.98,47.15,37650,47680,60360,76920,98070,,
545,Robotics Technicians,1.0,Electro-Mechanical and Mechatronics Technologists and Technicians,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,11590.0,4.6,,,,,30.71,63880,1.4,18.1,22.92,29.02,36.98,47.15,37650,47680,60360,76920,98070,,
546,Photonics Technicians,1.0,Electro-Mechanical and Mechatronics Technologists and Technicians,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,11590.0,4.6,,,,,30.71,63880,1.4,18.1,22.92,29.02,36.98,47.15,37650,47680,60360,76920,98070,,
547,Remote Sensing Technicians,1.0,Electro-Mechanical and Mechatronics Technologists and Technicians,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,11590.0,4.6,,,,,30.71,63880,1.4,18.1,22.92,29.02,36.98,47.15,37650,47680,60360,76920,98070,,
548,Photonics Engineers,1.0,Electro-Mechanical and Mechatronics Technologists and Technicians,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,11590.0,4.6,,,,,30.71,63880,1.4,18.1,22.92,29.02,36.98,47.15,37650,47680,60360,76920,98070,,
549,Remote Sensing Scientists and Technologists,1.0,Electro-Mechanical and Mechatronics Technologists and Technicians,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,11590.0,4.6,,,,,30.71,63880,1.4,18.1,22.92,29.02,36.98,47.15,37650,47680,60360,76920,98070,,
550,Nanotechnology Engineering Technologists and Technicians,1.0,Electro-Mechanical and Mechatronics Technologists and Technicians,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,11590.0,4.6,,,,,30.71,63880,1.4,18.1,22.92,29.02,36.98,47.15,37650,47680,60360,76920,98070,,
551,Physicists,1.0,Physicists,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,19-2012,Physicists,detailed,20020.0,4.4,,,,,72.88,151580,0.7,37.92,51.46,73.29,88.6,#,78870,107030,152430,184280,#,,
552,Clergy,1.0,Clergy,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,21-2011,Clergy,detailed,50790.0,2.0,,,,,27.51,57230,1.2,14.64,18.66,23.9,30.56,38.9,30450,38800,49720,63560,80920,,
553,"Teaching Assistants, Postsecondary",1.0,"Teaching Assistants, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-9044,"Teaching Assistants, Postsecondary",detailed,121290.0,0.5,,,,,*,41170,0.3,*,*,*,*,*,22730,29670,38040,49010,62260,True,
554,Farm and Home Management Educators,1.0,Farm and Home Management Educators,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-9021,Farm and Home Management Educators,detailed,10620.0,10.8,,,,,27.9,58040,3.1,14.44,17.86,24.03,32.53,44.58,30030,37140,49990,67660,92720,,
555,"Fine Artists, Including Painters, Sculptors, and Illustrators",1.0,"Fine Artists, Including Painters, Sculptors, and Illustrators",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,9430.0,11.9,,,,,33.18,69010,7.8,9.34,17.94,29.24,46.44,60.54,19430,37310,60820,96580,125930,,
556,Talent Directors,1.0,Producers and Directors,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,27-2012,Producers and Directors,detailed,138250.0,5.2,,,,,49.01,101950,4.5,18.37,24.45,37.98,62.23,99.45,38210,50860,79000,129440,206860,,
557,Producers and Directors,1.0,Producers and Directors,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,27-2012,Producers and Directors,detailed,138250.0,5.2,,,,,49.01,101950,4.5,18.37,24.45,37.98,62.23,99.45,38210,50860,79000,129440,206860,,
558,Choreographers,1.0,Choreographers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,27-2032,Choreographers,detailed,3990.0,12.0,,,,,23.86,49630,6.3,10.65,14.33,20.53,29.69,37.52,22150,29800,42700,61750,78030,,
559,"Poets, Lyricists and Creative Writers",1.0,Writers and Authors,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,27-3043,Writers and Authors,detailed,49410.0,5.5,,,,,39,81120,7.4,18.51,23.74,33.42,48.6,64.22,38500,49390,69510,101080,133580,,
560,Writers and Authors,1.0,Writers and Authors,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,27-3043,Writers and Authors,detailed,49410.0,5.5,,,,,39,81120,7.4,18.51,23.74,33.42,48.6,64.22,38500,49390,69510,101080,133580,,
561,Occupational Health and Safety Specialists,1.0,Occupational Health and Safety Specialists,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,19-5011,Occupational Health and Safety Specialists,detailed,106340.0,2.3,,,,,37.86,78740,1.1,21.17,28.6,37.29,47.43,56.98,44040,59490,77560,98650,118510,,
562,Occupational Health and Safety Technicians,1.0,Occupational Health and Safety Technicians,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,19-5012,Occupational Health and Safety Technicians,detailed,21750.0,7.0,,,,,27.67,57560,2.2,14.58,18.67,24.58,35.51,43.88,30330,38840,51120,73860,91260,,
563,Human Factors Engineers and Ergonomists,1.0,Occupational Health and Safety Technicians,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,19-5012,Occupational Health and Safety Technicians,detailed,21750.0,7.0,,,,,27.67,57560,2.2,14.58,18.67,24.58,35.51,43.88,30330,38840,51120,73860,91260,,
564,Forest Fire Inspectors and Prevention Specialists,1.0,Forest Fire Inspectors and Prevention Specialists,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-2022,Forest Fire Inspectors and Prevention Specialists,detailed,2770.0,2.8,,,,,26.12,54340,1.7,14.42,15.87,20.48,32.31,41,30000,33000,42600,67210,85270,,
565,Crossing Guards and Flaggers,1.0,Crossing Guards and Flaggers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-9091,Crossing Guards and Flaggers,detailed,82690.0,2.9,,,,,17.15,35670,1,11.53,13.78,15.12,18.83,23.91,23990,28660,31450,39160,49720,,
566,Chefs and Head Cooks,1.0,Chefs and Head Cooks,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,35-1011,Chefs and Head Cooks,detailed,129810.0,2.7,,,,,27.37,56920,1.8,14.86,18.81,24.11,31.41,40.66,30910,39130,50160,65340,84570,,
567,"Food Servers, Nonrestaurant",1.0,"Food Servers, Nonrestaurant",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,35-3041,"Food Servers, Nonrestaurant",detailed,243030.0,1.6,,,,,14.19,29500,0.6,10.07,11.52,13.81,15.23,18.49,20940,23970,28730,31670,38460,,
568,Dining Room and Cafeteria Attendants and Bartender Helpers,1.0,Dining Room and Cafeteria Attendants and Bartender Helpers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,336970.0,2.4,,,,,13.31,27690,1,8.86,10.69,13.06,14.56,17.94,18430,22240,27170,30280,37310,,
569,Dishwashers,1.0,Dishwashers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,35-9021,Dishwashers,detailed,377040.0,1.6,,,,,13.15,27350,0.5,9.23,11.02,13.52,14.5,16.76,19200,22920,28130,30160,34870,,
570,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",1.0,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,116380.0,1.9,,,,,25.61,53270,0.7,16.63,18.69,23.46,29.9,37.93,34600,38880,48800,62200,78880,,
571,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",1.0,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,25820.0,4.1,,,,,19.47,40500,1,13.86,16.15,18.4,22.23,25.81,28820,33580,38270,46240,53690,,
572,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",1.0,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,266160.0,1.6,,,,,49.4,102750,0.8,21.38,29.76,45.6,62.92,80.92,44460,61900,94840,130860,168320,,
573,Correspondence Clerks,1.0,Correspondence Clerks,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,43-4021,Correspondence Clerks,detailed,7060.0,6.2,,,,,20.06,41710,2.9,14.14,17.67,18.23,22.58,25.15,29420,36750,37920,46960,52310,,
574,Loan Interviewers and Clerks,1.0,Loan Interviewers and Clerks,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,43-4131,Loan Interviewers and Clerks,detailed,238610.0,1.2,,,,,21.59,44910,0.4,14.33,17.79,22.09,23.63,29.27,29800,37000,45940,49140,60870,,
575,"Meter Readers, Utilities",1.0,"Meter Readers, Utilities",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,43-5041,"Meter Readers, Utilities",detailed,24000.0,2.8,,,,,22.81,47430,0.8,13.8,15.77,21.98,28.86,36.5,28690,32790,45720,60020,75920,,
576,Postal Service Clerks,1.0,Postal Service Clerks,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,43-5051,Postal Service Clerks,detailed,79320.0,0.0,,,,,25.58,53210,0,18.69,22.15,25.14,30.87,31.49,38880,46070,52290,64210,65500,,
577,Postal Service Mail Carriers,1.0,Postal Service Mail Carriers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,43-5052,Postal Service Mail Carriers,detailed,335540.0,0.0,,,,,26.14,54370,0,19.06,19.06,25.21,32.32,33,39640,39640,52440,67230,68640,,
578,"Production, Planning, and Expediting Clerks",1.0,"Production, Planning, and Expediting Clerks",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,43-5061,"Production, Planning, and Expediting Clerks",detailed,367200.0,0.8,,,,,25.11,52220,0.3,15.17,18.3,23.1,29.25,36.75,31550,38060,48040,60840,76440,,
579,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",1.0,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,54760.0,1.7,,,,,19.01,39540,0.5,13.88,14.53,18.08,22.5,23.95,28860,30210,37610,46810,49810,,
580,Data Entry Keyers,1.0,Data Entry Keyers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,43-9021,Data Entry Keyers,detailed,147170.0,1.7,,,,,17.28,35940,0.4,11.79,14.09,17.13,18.86,22.94,24510,29310,35630,39230,47700,,
581,First-Line Supervisors of Construction Trades and Extraction Workers,1.0,First-Line Supervisors of Construction Trades and Extraction Workers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,665870.0,0.7,,,,,36.09,75060,0.3,22.75,27.88,34.62,44.3,51.98,47330,58000,72010,92150,108120,,
582,Boilermakers,1.0,Boilermakers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,47-2011,Boilermakers,detailed,12920.0,5.7,,,,,33.21,69070,1.6,22.13,27.13,30.91,38.14,48.19,46040,56430,64290,79320,100240,,
583,Construction Laborers,1.0,Construction Laborers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,47-2061,Construction Laborers,detailed,968760.0,1.1,,,,,21.22,44130,0.5,13.86,14.8,18.16,23.1,33.8,28820,30780,37770,48040,70310,,
584,Glaziers,1.0,Glaziers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,47-2121,Glaziers,detailed,52700.0,2.5,,,,,24.98,51950,1.1,14.65,18.09,22.68,28.92,38.15,30470,37630,47180,60150,79340,,
585,"Painters, Construction and Maintenance",1.0,"Painters, Construction and Maintenance",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,47-2141,"Painters, Construction and Maintenance",detailed,214220.0,1.3,,,,,22.66,47140,0.6,14.31,17.75,21.92,25.63,33.93,29770,36920,45590,53310,70570,,
586,Pipelayers,1.0,Pipelayers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,47-2151,Pipelayers,detailed,33330.0,3.1,,,,,23.32,48510,1.6,14.42,17.74,22.11,28.48,36.25,30000,36910,45980,59240,75410,,
587,Structural Iron and Steel Workers,1.0,Structural Iron and Steel Workers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,47-2221,Structural Iron and Steel Workers,detailed,68620.0,2.7,,,,,29.46,61270,1,17.6,21.96,28.15,36.98,47.11,36610,45670,58550,76920,98000,,
588,Elevator and Escalator Installers and Repairers,1.0,Elevator and Escalator Installers and Repairers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,47-4021,Elevator and Escalator Installers and Repairers,detailed,22510.0,5.2,,,,,43.91,91320,1.3,22.78,29.9,47.05,56.42,62.95,47370,62190,97860,117350,130940,,
589,Hazardous Materials Removal Workers,1.0,Hazardous Materials Removal Workers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,47-4041,Hazardous Materials Removal Workers,detailed,44240.0,3.3,,,,,23.69,49280,1,14.48,17.82,22.26,28.56,36.73,30110,37070,46300,59400,76390,,
590,Septic Tank Servicers and Sewer Pipe Cleaners,1.0,Septic Tank Servicers and Sewer Pipe Cleaners,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,detailed,28620.0,2.4,,,,,21.82,45390,0.8,14.09,17.42,21.54,23.97,29.76,29310,36240,44810,49850,61890,,
591,"Computer, Automated Teller, and Office Machine Repairers",1.0,"Computer, Automated Teller, and Office Machine Repairers",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,86420.0,3.1,,,,,21.24,44170,0.9,13.95,16.66,19.7,24.25,29.24,29010,34640,40970,50440,60810,,
592,"Telecommunications Equipment Installers and Repairers, Except Line Installers",1.0,"Telecommunications Equipment Installers and Repairers, Except Line Installers",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,172830.0,1.8,,,,,29.02,60350,0.7,17.48,22.62,29.02,36.78,39.74,36360,47040,60370,76490,82660,,
593,"Electric Motor, Power Tool, and Related Repairers",1.0,"Electric Motor, Power Tool, and Related Repairers",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,49-2092,"Electric Motor, Power Tool, and Related Repairers",detailed,15880.0,5.0,,,,,23.43,48740,1.1,14.39,17.96,22.55,28.35,33.75,29920,37360,46910,58970,70200,,
