	O*NET-SOC Code	Task ID	Task	Task Type	Title	human_exposure_agg	gpt4_exposure	gpt4_exposure_alt_rubric	gpt_3_relevant	gpt4_automation	alpha	beta	gamma	automation	human_labels
12506	41-9022.00	21155.0	Contact previous clients for prospecting of referral business.	Core	Real Estate Sales Agents	E0	E2	E1	False	T3	0.0	0.5	1.0	0.75	E0
12507	41-9022.00	2460.0	Review property listings, trade journals, and relevant literature, and attend conventions, seminars, and staff and association meetings, to remain knowledgeable about real estate markets.	Core	Real Estate Sales Agents	E0	E2	E2	False	T3	0.0	0.5	1.0	0.75	E0
12508	41-9022.00	2453.0	Answer clients' questions regarding construction work, financing, maintenance, repairs, and appraisals.	Core	Real Estate Sales Agents	E1	E2	E2	False	T2	0.0	0.5	1.0	0.5	E1
12509	41-9022.00	2448.0	Coordinate appointments to show homes to prospective buyers.	Core	Real Estate Sales Agents	E2	E2	E2	False	T3	0.0	0.5	1.0	0.75	E2
12510	41-9022.00	2462.0	Contact property owners and advertise services to solicit property sales listings.	Core	Real Estate Sales Agents	E0	E2	E1	False	T3	0.0	0.5	1.0	0.75	E0
12511	41-9022.00	2456.0	Advise sellers on how to make homes more appealing to potential buyers.	Core	Real Estate Sales Agents	E1	E2	E2	True	T2	0.0	0.5	1.0	0.5	E1
12512	41-9022.00	2458.0	Advise clients on market conditions, prices, mortgages, legal requirements, and related matters.	Core	Real Estate Sales Agents	E1	E2	E2	True	T2	0.0	0.5	1.0	0.5	E1
12513	41-9022.00	2450.0	Display commercial, industrial, agricultural, and residential properties to clients and explain their features.	Core	Real Estate Sales Agents	E1	E0	E0	False	T1	0.0	0.0	0.0	0.25	E1
12514	41-9022.00	2455.0	Accompany buyers during visits to and inspections of property, advising them on the suitability and value of the homes they are visiting.	Core	Real Estate Sales Agents	E1	E0	E0	False	T1	0.0	0.0	0.0	0.25	E1
12515	41-9022.00	2451.0	Arrange for title searches to determine whether clients have clear property titles.	Core	Real Estate Sales Agents	E2	E2	E2	True	T3	0.0	0.5	1.0	0.75	E2
12516	41-9022.00	2463.0	Develop networks of attorneys, mortgage lenders, and contractors to whom clients may be referred.	Core	Real Estate Sales Agents	E0	E2	E2	True	T1	0.0	0.5	1.0	0.25	E0
12517	41-9022.00	2452.0	Review plans for new construction with clients, enumerating and recommending available options and features.	Core	Real Estate Sales Agents	E1	E2	E2	False	T2	0.0	0.5	1.0	0.5	E1
12518	41-9022.00	2454.0	Inspect condition of premises, and arrange for necessary maintenance or notify owners of maintenance needs.	Core	Real Estate Sales Agents	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
12519	41-9022.00	2464.0	Visit properties to assess them before showing them to clients.	Core	Real Estate Sales Agents	E0	E2	E0	False	T1	0.0	0.5	1.0	0.25	E0
12520	41-9022.00	2461.0	Investigate clients' financial and credit status to determine eligibility for financing.	Supplemental	Real Estate Sales Agents	E2	E2	E2	True	T3	0.0	0.5	1.0	0.75	E2
12521	41-9022.00	2459.0	Evaluate mortgage options to help clients obtain financing at the best prevailing rates and terms.	Supplemental	Real Estate Sales Agents	E1	E2	E2	True	T3	0.0	0.5	1.0	0.75	E1
12522	41-9022.00	2467.0	Appraise properties to determine loan values.	Supplemental	Real Estate Sales Agents	E0	E2	E0	False	T3	0.0	0.5	1.0	0.75	E0
12523	41-9022.00	2465.0	Contact utility companies for service hookups to clients' property.	Supplemental	Real Estate Sales Agents	E2	E2	E2	False	T3	0.0	0.5	1.0	0.75	E2
12524	41-9022.00	2468.0	Solicit and compile listings of available rental properties.	Supplemental	Real Estate Sales Agents	E2	E2	E2	True	T3	0.0	0.5	1.0	0.75	E2
12525	41-9022.00	2466.0	Conduct seminars and training sessions for sales agents to improve sales techniques.	Supplemental	Real Estate Sales Agents	E0	E0	E2	False	T1	0.0	0.0	0.0	0.25	E0
12526	41-9022.00	2457.0	Arrange meetings between buyers and sellers when details of transactions need to be negotiated.	Supplemental	Real Estate Sales Agents	E2	E2	E0	False	T1	0.0	0.5	1.0	0.25	E2
12527	41-9022.00	2470.0	Rent or lease properties on behalf of clients.	Supplemental	Real Estate Sales Agents	E0	E2	E2	False	T2	0.0	0.5	1.0	0.5	E0
12528	41-9022.00	2469.0	Secure construction or purchase financing with own firm or mortgage company.	Supplemental	Real Estate Sales Agents	E1	E2	E0	False	T2	0.0	0.5	1.0	0.5	E1
12529	41-9022.00	2471.0	Locate and appraise undeveloped areas for building sites, based on evaluations of area market conditions.	Supplemental	Real Estate Sales Agents	E0	E2	E2	True	T2	0.0	0.5	1.0	0.5	E0
12530	41-9031.00	9682.0	Develop, present, or respond to proposals for specific customer requirements, including request for proposal responses and industry-specific solutions.	Core	Sales Engineers	E1	E2	E2	True	T2	0.0	0.5	1.0	0.5	E1
12531	41-9031.00	9680.0	Collaborate with sales teams to understand customer requirements, to promote the sale of company products, and to provide sales support.	Core	Sales Engineers	E2	E2	E2	False	T2	0.0	0.5	1.0	0.5	E2
12532	41-9031.00	9690.0	Create sales or service contracts for products or services.	Core	Sales Engineers	E1	E1	E1	False	T3	1.0	1.0	1.0	0.75	E1
12533	41-9031.00	9689.0	Visit prospective buyers at commercial, industrial, or other establishments to show samples or catalogs, and to inform them about product pricing, availability, and advantages.	Core	Sales Engineers	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
12534	41-9031.00	9692.0	Keep informed on industry news and trends, products, services, competitors, relevant information about legacy, existing, and emerging technologies, and the latest product-line developments.	Core	Sales Engineers	E2	E2	E2	False	T3	0.0	0.5	1.0	0.75	E2
12535	41-9031.00	9697.0	Identify resale opportunities and support them to achieve sales plans.	Core	Sales Engineers	E1	E2	E2	False	T2	0.0	0.5	1.0	0.5	E1
12536	41-9031.00	9679.0	Confer with customers and engineers to assess equipment needs and to determine system requirements.	Core	Sales Engineers	E2	E2	E0	False	T1	0.0	0.5	1.0	0.25	E2
12537	41-9031.00	9678.0	Plan and modify product configurations to meet customer needs.	Core	Sales Engineers	E2	E2	E2	False	T2	0.0	0.5	1.0	0.5	E2
12538	41-9031.00	9686.0	Prepare and deliver technical presentations that explain products or services to customers and prospective customers.	Core	Sales Engineers	E2	E2	E2	False	T2	0.0	0.5	1.0	0.5	E2
12539	41-9031.00	9685.0	Recommend improved materials or machinery to customers, documenting how such changes will lower costs or increase production.	Core	Sales Engineers	E1	E2	E2	True	T2	0.0	0.5	1.0	0.5	E1
12540	41-9031.00	9700.0	Maintain sales forecasting reports.	Core	Sales Engineers	E2	E2	E2	False	T3	0.0	0.5	1.0	0.75	E2
12541	41-9031.00	9698.0	Document account activities, generate reports, and keep records of business transactions with customers and suppliers.	Core	Sales Engineers	E2	E1	E1	True	T3	1.0	1.0	1.0	0.75	E2
12542	41-9031.00	9688.0	Research and identify potential customers for products or services.	Core	Sales Engineers	E1	E2	E2	False	T3	0.0	0.5	1.0	0.75	E1
12543	41-9031.00	9681.0	Secure and renew orders and arrange delivery.	Core	Sales Engineers	E2	E2	E2	False	T2	0.0	0.5	1.0	0.5	E2
12544	41-9031.00	9696.0	Develop sales plans to introduce products in new markets.	Core	Sales Engineers	E1	E2	E2	True	T2	0.0	0.5	1.0	0.5	E1
12545	41-9031.00	9701.0	Attend trade shows and seminars to promote products or to learn about industry developments.	Core	Sales Engineers	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
12546	41-9031.00	9693.0	Attend company training seminars to become familiar with product lines.	Core	Sales Engineers	E0	E1	E2	False	T1	1.0	1.0	1.0	0.25	E0
12547	41-9031.00	9691.0	Arrange for demonstrations or trial installations of equipment.	Core	Sales Engineers	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
12548	41-9031.00	9699.0	Train team members in the customer applications of technologies.	Core	Sales Engineers	E0	E2	E2	True	T1	0.0	0.5	1.0	0.25	E0
12549	41-9031.00	9683.0	Sell products requiring extensive technical expertise and support for installation and use, such as material handling equipment, numerical-control machinery, or computer systems.	Supplemental	Sales Engineers	E0	E2	E2	True	T1	0.0	0.5	1.0	0.25	E0
12550	41-9031.00	9694.0	Provide information needed for the development of custom-made machinery.	Supplemental	Sales Engineers	E2	E2	E2	False	T1	0.0	0.5	1.0	0.25	E2
12551	41-9031.00	9687.0	Provide technical and non-technical support and services to clients or other staff members regarding the use, operation, and maintenance of equipment.	Supplemental	Sales Engineers	E1	E2	E2	True	T2	0.0	0.5	1.0	0.5	E1
12552	41-9031.00	9684.0	Diagnose problems with installed equipment.	Supplemental	Sales Engineers	E2	E2	E0	False	T1	0.0	0.5	1.0	0.25	E2
12553	41-9031.00	9695.0	Write technical documentation for products.	Supplemental	Sales Engineers	E1	E1	E1	False	T3	1.0	1.0	1.0	0.75	E1
12554	41-9031.00	9702.0	Report to supervisors about prospective firms' credit ratings.	Supplemental	Sales Engineers	E2	E2	E2	True	T3	0.0	0.5	1.0	0.75	E2
12555	41-9041.00	4618.0	Deliver prepared sales talks, reading from scripts that describe products or services, to persuade potential customers to purchase a product or service or to make a donation.	Core	Telemarketers	E2	E1	E1	False	T3	1.0	1.0	1.0	0.75	E2
12556	41-9041.00	4619.0	Contact businesses or private individuals by telephone to solicit sales for goods or services, or to request donations for charitable causes.	Core	Telemarketers	E0	E2	E1	True	T3	0.0	0.5	1.0	0.75	E0
12557	41-9041.00	4620.0	Explain products or services and prices, and answer questions from customers.	Core	Telemarketers	E1	E2	E1	True	T3	0.0	0.5	1.0	0.75	E1
12558	41-9041.00	4621.0	Obtain customer information such as name, address, and payment method, and enter orders into computers.	Core	Telemarketers	E2	E1	E1	True	T3	1.0	1.0	1.0	0.75	E2
12559	41-9041.00	4622.0	Record names, addresses, purchases, and reactions of prospects contacted.	Core	Telemarketers	E2	E1	E1	False	T4	1.0	1.0	1.0	1.0	E2
12560	41-9041.00	4623.0	Adjust sales scripts to better target the needs and interests of specific individuals.	Core	Telemarketers	E2	E1	E1	True	T3	1.0	1.0	1.0	0.75	E2
12561	41-9041.00	4624.0	Obtain names and telephone numbers of potential customers from sources such as telephone directories, magazine reply cards, and lists purchased from other organizations.	Supplemental	Telemarketers	E1	E2	E2	False	T4	0.0	0.5	1.0	1.0	E1
12562	41-9041.00	4625.0	Answer telephone calls from potential customers who have been solicited through advertisements.	Supplemental	Telemarketers	E1	E1	E1	True	T3	1.0	1.0	1.0	0.75	E1
12563	41-9041.00	4626.0	Telephone or write letters to respond to correspondence from customers or to follow up initial sales contacts.	Supplemental	Telemarketers	E0	E1	E1	True	T3	1.0	1.0	1.0	0.75	E0
12564	41-9041.00	4627.0	Maintain records of contacts, accounts, and orders.	Supplemental	Telemarketers	E2	E1	E1	False	T4	1.0	1.0	1.0	1.0	E2
12565	41-9041.00	4628.0	Schedule appointments for sales representatives to meet with prospective customers or for customers to attend sales presentations.	Supplemental	Telemarketers	E2	E2	E1	False	T3	0.0	0.5	1.0	0.75	E2
12566	41-9041.00	4629.0	Conduct client or market surveys to obtain information about potential customers.	Supplemental	Telemarketers	E2	E2	E1	True	T3	0.0	0.5	1.0	0.75	E2
12567	41-9091.00	13233.0	Explain products or services and prices and demonstrate use of products.	Core	Door-to-Door Sales Workers, News and Street Vendors, and Related Workers	E1	E0	E0	False	T1	0.0	0.0	0.0	0.25	E1
12568	41-9091.00	13238.0	Develop prospect lists.	Core	Door-to-Door Sales Workers, News and Street Vendors, and Related Workers	E1	E2	E2	False	T3	0.0	0.5	1.0	0.75	E1
12569	41-9091.00	13231.0	Deliver merchandise and collect payment.	Core	Door-to-Door Sales Workers, News and Street Vendors, and Related Workers	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
12570	41-9091.00	13232.0	Write and record orders for merchandise or enter orders into computers.	Core	Door-to-Door Sales Workers, News and Street Vendors, and Related Workers	E1	E1	E1	True	T3	1.0	1.0	1.0	0.75	E1
12571	41-9091.00	13235.0	Arrange buying parties and solicit sponsorship of such parties to sell merchandise.	Core	Door-to-Door Sales Workers, News and Street Vendors, and Related Workers	E1	E0	E0	False	T1	0.0	0.0	0.0	0.25	E1
12572	41-9091.00	13236.0	Answer questions about product features and benefits.	Core	Door-to-Door Sales Workers, News and Street Vendors, and Related Workers	E1	E1	E1	True	T3	1.0	1.0	1.0	0.75	E1
12573	41-9091.00	13239.0	Distribute product samples or literature that details products or services.	Core	Door-to-Door Sales Workers, News and Street Vendors, and Related Workers	E1	E0	E0	False	T0	0.0	0.0	0.0	0.0	E1
12574	41-9091.00	13237.0	Circulate among potential customers or travel by foot, truck, automobile, or bicycle to deliver or sell merchandise or services.	Core	Door-to-Door Sales Workers, News and Street Vendors, and Related Workers	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
12575	41-9091.00	21075.0	Persuade customers to purchase merchandise or services.	Core	Door-to-Door Sales Workers, News and Street Vendors, and Related Workers	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
12576	41-9091.00	13241.0	Set up and display sample merchandise at parties or stands.	Core	Door-to-Door Sales Workers, News and Street Vendors, and Related Workers	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
12577	41-9091.00	13240.0	Order or purchase supplies.	Core	Door-to-Door Sales Workers, News and Street Vendors, and Related Workers	E0	E2	E2	False	T3	0.0	0.5	1.0	0.75	E0
12578	41-9091.00	13242.0	Stock carts or stands.	Supplemental	Door-to-Door Sales Workers, News and Street Vendors, and Related Workers	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
12579	43-1011.00	9704.0	Supervise the work of office, administrative, or customer service employees to ensure adherence to quality standards, deadlines, and proper procedures, correcting errors or problems.	Core	First-Line Supervisors of Office and Administrative Support Workers	E2	E2	E2	False	T2	0.0	0.5	1.0	0.5	E2
12580	43-1011.00	9703.0	Resolve customer complaints or answer customers' questions regarding policies and procedures.	Core	First-Line Supervisors of Office and Administrative Support Workers	E1	E2	E1	False	T3	0.0	0.5	1.0	0.75	E1
12581	43-1011.00	9705.0	Provide employees with guidance in handling difficult or complex problems or in resolving escalated complaints or disputes.	Core	First-Line Supervisors of Office and Administrative Support Workers	E0	E2	E2	False	T1	0.0	0.5	1.0	0.25	E0
12582	43-1011.00	9710.0	Review records or reports pertaining to activities such as production, payroll, or shipping to verify details, monitor work activities, or evaluate performance.	Core	First-Line Supervisors of Office and Administrative Support Workers	E2	E2	E2	False	T3	0.0	0.5	1.0	0.75	E2
12583	43-1011.00	9707.0	Discuss job performance problems with employees to identify causes and issues and to work on resolving problems.	Core	First-Line Supervisors of Office and Administrative Support Workers	E2	E0	E0	False	T1	0.0	0.0	0.0	0.25	E2
12584	43-1011.00	9713.0	Prepare and issue work schedules, deadlines, and duty assignments for office or administrative staff.	Core	First-Line Supervisors of Office and Administrative Support Workers	E2	E2	E1	True	T3	0.0	0.5	1.0	0.75	E2
12585	43-1011.00	9711.0	Recruit, interview, and select employees.	Core	First-Line Supervisors of Office and Administrative Support Workers	E2	E2	E0	False	T2	0.0	0.5	1.0	0.5	E2
12586	43-1011.00	9712.0	Interpret and communicate work procedures and company policies to staff.	Core	First-Line Supervisors of Office and Administrative Support Workers	E1	E1	E1	True	T2	1.0	1.0	1.0	0.5	E1
12587	43-1011.00	9709.0	Evaluate employees' job performance and conformance to regulations and recommend appropriate personnel action.	Core	First-Line Supervisors of Office and Administrative Support Workers	E2	E2	E0	False	T2	0.0	0.5	1.0	0.5	E2
12588	43-1011.00	9708.0	Train or instruct employees in job duties or company policies or arrange for training to be provided.	Core	First-Line Supervisors of Office and Administrative Support Workers	E0	E2	E2	False	T1	0.0	0.5	1.0	0.25	E0
12589	43-1011.00	9716.0	Research, compile, and prepare reports, manuals, correspondence, or other information required by management or governmental agencies.	Core	First-Line Supervisors of Office and Administrative Support Workers	E1	E2	E2	False	T3	0.0	0.5	1.0	0.75	E1
12590	43-1011.00	9706.0	Implement corporate or departmental policies, procedures, and service standards in conjunction with management.	Core	First-Line Supervisors of Office and Administrative Support Workers	E1	E2	E2	True	T2	0.0	0.5	1.0	0.5	E1
12591	43-1011.00	9715.0	Compute figures such as balances, totals, or commissions.	Core	First-Line Supervisors of Office and Administrative Support Workers	E2	E1	E0	True	T3	1.0	1.0	1.0	0.75	E2
12592	43-1011.00	9717.0	Coordinate activities with other supervisory personnel or with other work units or departments.	Core	First-Line Supervisors of Office and Administrative Support Workers	E2	E2	E2	False	T1	0.0	0.5	1.0	0.25	E2
12593	43-1011.00	9722.0	Participate in the work of subordinates to facilitate productivity or to overcome difficult aspects of work.	Core	First-Line Supervisors of Office and Administrative Support Workers	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
12594	43-1011.00	9720.0	Make recommendations to management concerning such issues as staffing decisions or procedural changes.	Core	First-Line Supervisors of Office and Administrative Support Workers	E2	E2	E2	False	T2	0.0	0.5	1.0	0.5	E2
12595	43-1011.00	9719.0	Develop or update procedures, policies, or standards.	Core	First-Line Supervisors of Office and Administrative Support Workers	E1	E2	E2	False	T2	0.0	0.5	1.0	0.5	E1
12596	43-1011.00	9714.0	Maintain records pertaining to inventory, personnel, orders, supplies, or machine maintenance.	Core	First-Line Supervisors of Office and Administrative Support Workers	E2	E2	E1	False	T3	0.0	0.5	1.0	0.75	E2
12597	43-1011.00	9721.0	Consult with managers or other personnel to resolve problems in areas such as equipment performance, output quality, or work schedules.	Core	First-Line Supervisors of Office and Administrative Support Workers	E2	E2	E2	False	T1	0.0	0.5	1.0	0.25	E2
12598	43-1011.00	9724.0	Develop work schedules according to budgets and workloads.	Supplemental	First-Line Supervisors of Office and Administrative Support Workers	E2	E2	E2	False	T3	0.0	0.5	1.0	0.75	E2
12599	43-1011.00	9718.0	Analyze financial activities of establishments or departments and provide input into budget planning and preparation processes.	Supplemental	First-Line Supervisors of Office and Administrative Support Workers	E2	E2	E2	True	T2	0.0	0.5	1.0	0.5	E2
12600	43-1011.00	9723.0	Design, implement, or evaluate staff training and development programs, customer service initiatives, or performance measurement criteria.	Supplemental	First-Line Supervisors of Office and Administrative Support Workers	E1	E2	E2	True	T2	0.0	0.5	1.0	0.5	E1
12601	43-1011.00	9729.0	Keep informed of provisions of labor-management agreements and their effects on departmental operations.	Supplemental	First-Line Supervisors of Office and Administrative Support Workers	E2	E2	E2	False	T2	0.0	0.5	1.0	0.5	E2
12602	43-1011.00	9726.0	Discuss work problems or grievances with union representatives.	Supplemental	First-Line Supervisors of Office and Administrative Support Workers	E2	E0	E0	True	T1	0.0	0.0	0.0	0.25	E2
12603	43-1011.00	9730.0	Coordinate or perform activities associated with shipping, receiving, distribution, or transportation.	Supplemental	First-Line Supervisors of Office and Administrative Support Workers	E2	E2	E0	False	T1	0.0	0.5	1.0	0.25	E2
12604	43-1011.00	9725.0	Monitor inventory levels and requisition or purchase supplies as needed.	Supplemental	First-Line Supervisors of Office and Administrative Support Workers	E0	E2	E2	False	T3	0.0	0.5	1.0	0.75	E0
12605	43-1011.00	9727.0	Plan for or coordinate office services, such as equipment or supply acquisition or organization, disposal of assets, relocation, parking, maintenance, or security services.	Supplemental	First-Line Supervisors of Office and Administrative Support Workers	E2	E2	E2	False	T1	0.0	0.5	1.0	0.25	E2
12606	43-1011.00	9728.0	Arrange for necessary maintenance or repair work.	Supplemental	First-Line Supervisors of Office and Administrative Support Workers	E2	E2	E2	False	T1	0.0	0.5	1.0	0.25	E2
12607	43-1011.00	9731.0	Plan layouts of stockrooms, warehouses, or other storage areas, considering turnover, size, weight, or related factors pertaining to items stored.	Supplemental	First-Line Supervisors of Office and Administrative Support Workers	E0	E2	E0	False	T1	0.0	0.5	1.0	0.25	E0
12608	43-2011.00	4630.0	Operate communication systems, such as telephone, switchboard, intercom, two-way radio, or public address.	Core	Switchboard Operators, Including Answering Service	E0	E1	E1	False	T3	1.0	1.0	1.0	0.75	E0
12609	43-2011.00	4631.0	Answer incoming calls, greeting callers, providing information, transferring calls or taking messages as necessary.	Core	Switchboard Operators, Including Answering Service	E1	E2	E1	False	T3	0.0	0.5	1.0	0.75	E1
12610	43-2011.00	20431.0	Greet visitors, log them in and out of the facility, assign them security badges, and contact employee escorts.	Core	Switchboard Operators, Including Answering Service	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
12611	43-2011.00	20430.0	Monitor emergency and code alarms, make emergency announcements, or route emergency calls to the appropriate location.	Core	Switchboard Operators, Including Answering Service	E1	E2	E0	False	T3	0.0	0.5	1.0	0.75	E1
12612	43-2011.00	4640.0	Record messages, suggesting rewording for clarity or conciseness.	Core	Switchboard Operators, Including Answering Service	E0	E1	E1	False	T3	1.0	1.0	1.0	0.75	E0
12613	43-2011.00	4633.0	Page individuals to inform them of telephone calls, using paging or interoffice communication equipment.	Core	Switchboard Operators, Including Answering Service	E1	E1	E1	False	T4	1.0	1.0	1.0	1.0	E1
12614	43-2011.00	4634.0	Relay or route written or verbal messages.	Core	Switchboard Operators, Including Answering Service	E2	E1	E1	False	T3	1.0	1.0	1.0	0.75	E2
12615	43-2011.00	20432.0	Perform various cash handling tasks, such as collecting payments, making bank deposits, or managing petty cash.	Core	Switchboard Operators, Including Answering Service	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
12616	43-2011.00	4635.0	Place telephone calls or arrange conference calls as instructed.	Core	Switchboard Operators, Including Answering Service	E1	E1	E1	False	T3	1.0	1.0	1.0	0.75	E1
12617	43-2011.00	20428.0	Process incoming or outgoing mail, packages, or deliveries.	Core	Switchboard Operators, Including Answering Service	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
12618	43-2011.00	20427.0	Perform various data entry or word processing tasks, such as updating phone directories, typing or proofreading documents, or creating schedules.	Core	Switchboard Operators, Including Answering Service	E2	E1	E1	False	T3	1.0	1.0	1.0	0.75	E2
12619	43-2011.00	20429.0	Perform administrative tasks, such as accepting orders, scheduling appointments or meeting rooms, or sending and receiving faxes.	Core	Switchboard Operators, Including Answering Service	E2	E2	E1	False	T3	0.0	0.5	1.0	0.75	E2
12620	43-2011.00	4637.0	Monitor alarm systems to ensure that secure conditions are maintained.	Supplemental	Switchboard Operators, Including Answering Service	E0	E0	E0	False	T3	0.0	0.0	0.0	0.75	E0
12621	43-2011.00	4638.0	Contact security staff members when necessary, using radio-telephones.	Supplemental	Switchboard Operators, Including Answering Service	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
12622	43-2011.00	4643.0	Complete forms for sales orders.	Supplemental	Switchboard Operators, Including Answering Service	E1	E1	E1	True	T3	1.0	1.0	1.0	0.75	E1
12623	43-2011.00	4642.0	Answer simple questions about clients' businesses, using reference files.	Supplemental	Switchboard Operators, Including Answering Service	E1	E1	E1	True	T3	1.0	1.0	1.0	0.75	E1
12624	43-2011.00	4641.0	Stamp messages with time and date and file them appropriately.	Supplemental	Switchboard Operators, Including Answering Service	E1	E1	E1	False	T4	1.0	1.0	1.0	1.0	E1
12625	43-2011.00	4639.0	Keep records of calls placed and charges incurred.	Supplemental	Switchboard Operators, Including Answering Service	E1	E1	E1	False	T4	1.0	1.0	1.0	1.0	E1
12626	43-2011.00	20433.0	Place orders, such as for equipment, supplies, or catering for meetings.	Supplemental	Switchboard Operators, Including Answering Service	E0	E2	E1	False	T3	0.0	0.5	1.0	0.75	E0
12627	43-2021.00	13243.0	Listen to customer requests, referring to alphabetical or geographical directories to answer questions and provide telephone information.	Core	Telephone Operators	E2	E1	E1	True	T4	1.0	1.0	1.0	1.0	E2
12628	43-2021.00	13244.0	Suggest and check alternate spellings, locations, or listing formats to customers lacking details or complete information.	Core	Telephone Operators	E0	E1	E1	True	T3	1.0	1.0	1.0	0.75	E0
12629	43-2021.00	13245.0	Offer special assistance to persons such as those who are unable to dial or who are in emergency situations.	Core	Telephone Operators	E0	E2	E0	False	T1	0.0	0.5	1.0	0.25	E0
12630	43-2021.00	13246.0	Observe signal lights on switchboards, and dial or press buttons to make connections.	Supplemental	Telephone Operators	E1	E1	E0	False	T4	1.0	1.0	1.0	1.0	E1
12631	43-2021.00	13247.0	Operate telephone switchboards and systems to advance and complete connections, including those for local, long distance, pay telephone, mobile, person-to-person, and emergency calls.	Supplemental	Telephone Operators	E1	E1	E1	False	T4	1.0	1.0	1.0	1.0	E1
12632	43-2021.00	13248.0	Provide assistance for customers with special billing requests.	Supplemental	Telephone Operators	E2	E1	E1	False	T3	1.0	1.0	1.0	0.75	E2
12633	43-2021.00	13249.0	Calculate and quote charges for services such as long-distance connections.	Supplemental	Telephone Operators	E2	E1	E1	True	T4	1.0	1.0	1.0	1.0	E2
12634	43-2021.00	13250.0	Monitor automated systems for placing collect calls and intervene for a callers needing assistance.	Supplemental	Telephone Operators	E1	E1	E1	False	T3	1.0	1.0	1.0	0.75	E1
12635	43-2021.00	13251.0	Perform clerical duties such as typing, proofreading, and sorting mail.	Supplemental	Telephone Operators	E2	E1	E1	False	T3	1.0	1.0	1.0	0.75	E2
12636	43-2021.00	13252.0	Consult charts to determine charges for pay-telephone calls, requesting coin deposits for calls as necessary.	Supplemental	Telephone Operators	E2	E1	E1	False	T4	1.0	1.0	1.0	1.0	E2
12637	43-2021.00	13253.0	Interrupt busy lines if an emergency warrants.	Supplemental	Telephone Operators	E1	E0	E0	False	T3	0.0	0.0	0.0	0.75	E1
12638	43-2021.00	13254.0	Provide relay service for hearing-impaired users.	Supplemental	Telephone Operators	E0	E1	E1	False	T3	1.0	1.0	1.0	0.75	E0
12639	43-2021.00	13255.0	Promote company products, services, and savings plans when appropriate.	Supplemental	Telephone Operators	E1	E1	E1	True	T3	1.0	1.0	1.0	0.75	E1
12640	43-2021.00	13256.0	Operate paging systems or other systems of bells or buzzers to notify recipients of incoming calls.	Supplemental	Telephone Operators	E1	E1	E0	False	T4	1.0	1.0	1.0	1.0	E1
12641	43-2021.00	13257.0	Update directory information.	Supplemental	Telephone Operators	E2	E1	E1	True	T4	1.0	1.0	1.0	1.0	E2
12642	43-2021.00	13258.0	Keep records of calls placed and received, and of related toll charges.	Supplemental	Telephone Operators	E1	E1	E1	False	T4	1.0	1.0	1.0	1.0	E1
12643	43-3011.00	2474.0	Record information about financial status of customers and status of collection efforts.	Core	Bill and Account Collectors	E2	E1	E1	False	T3	1.0	1.0	1.0	0.75	E2
12644	43-3011.00	2475.0	Locate and notify customers of delinquent accounts by mail, telephone, or personal visits to solicit payment.	Core	Bill and Account Collectors	E2	E2	E1	False	T2	0.0	0.5	1.0	0.5	E2
12645	43-3011.00	2473.0	Locate and monitor overdue accounts, using computers and a variety of automated systems.	Core	Bill and Account Collectors	E0	E2	E2	False	T3	0.0	0.5	1.0	0.75	E0
12646	43-3011.00	2481.0	Arrange for debt repayment or establish repayment schedules, based on customers' financial situations.	Core	Bill and Account Collectors	E0	E2	E1	False	T3	0.0	0.5	1.0	0.75	E0
12647	43-3011.00	2477.0	Advise customers of necessary actions and strategies for debt repayment.	Core	Bill and Account Collectors	E2	E1	E1	False	T3	1.0	1.0	1.0	0.75	E2
12648	43-3011.00	18559.0	Answer customer questions regarding problems with their accounts.	Core	Bill and Account Collectors	E1	E2	E1	False	T3	0.0	0.5	1.0	0.75	E1
12649	43-3011.00	2478.0	Persuade customers to pay amounts due on credit accounts, damage claims, or nonpayable checks, or to return merchandise.	Core	Bill and Account Collectors	E2	E2	E0	False	T2	0.0	0.5	1.0	0.5	E2
12650	43-3011.00	2476.0	Confer with customers by telephone or in person to determine reasons for overdue payments and to review the terms of sales, service, or credit contracts.	Core	Bill and Account Collectors	E2	E2	E1	True	T2	0.0	0.5	1.0	0.5	E2
12651	43-3011.00	2472.0	Receive payments and post amounts paid to customer accounts.	Core	Bill and Account Collectors	E0	E1	E1	False	T3	1.0	1.0	1.0	0.75	E0
12652	43-3011.00	2483.0	Trace delinquent customers to new addresses by inquiring at post offices, telephone companies, credit bureaus, or through the questioning of neighbors.	Core	Bill and Account Collectors	E2	E2	E2	False	T3	0.0	0.5	1.0	0.75	E2
